Game_id,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_ID,Critic_Count,Developer,Rating_Score,Rating_Count
11866,Commandos 2: Men of Courage,XB,2002,Strategy,Eidos Interactive,0.05,0.02,0,0,0.07,67,12,Pyro Studios,8.4,5
11867,Emergency 2012,PC,2010,Simulation,Deep Silver,0.02,0.04,0,0.01,0.07,61,9,ValuSoft,6.2,12
11868,Winter Sports 2: The Next Challenge,X360,2008,Sports,RTL,0.06,0.01,0,0.01,0.07,41,8,49Games,5.4,
11869,NOëL: La Neige,PS,1998,Adventure,Pioneer LDC,0,0,0.07,0,0.07,76,,,0,
11870,Busou Shinki: Battle Masters,PSP,2010,Action,Konami Digital Entertainment,0,0,0.07,0,0.07,76,,,0,
11871,Overlord: Minions,DS,2009,Puzzle,Codemasters,0.07,0,0,0.01,0.07,58,22,Climax Group,5.5,4
11872,Roll Away,PS,1998,Puzzle,Sony Computer Entertainment,0.04,0.03,0,0,0.07,76,,,0,
11873,Derby Jockey: Kishou e no Michi,SNES,1994,Sports,Asmik Corp,0,0,0.07,0,0.07,76,,,0,
11874,Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0,0.05,0,0.07,71,21,Compile Heart,6.2,34
11875,Harukanaru Toki no Naka de 4,PS2,2008,Adventure,Tecmo Koei,0,0,0.07,0,0.07,76,,,0,
11876,Roogoo Attack!,DS,2009,Puzzle,SouthPeak Games,0.07,0,0,0,0.07,68,13,SpiderMonk,5.4,
11877,Maximum Chase,XB,2002,Racing,Microsoft Game Studios,0.05,0.02,0,0,0.07,56,13,Genki,5.4,
11878,Prey the Stars,DS,2008,Action,Tecmo Koei,0.07,0,0,0.01,0.07,66,12,Koei Canada,5.4,
11879,Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0,0,0.07,0,0.07,76,,,0,
11880,Spot Goes to Hollywood,PS,1996,Platform,Virgin Interactive,0.04,0.03,0,0,0.07,76,,,0,
11881,G Darius,PS,1997,Shooter,THQ,0.04,0.03,0,0,0.07,76,,,0,
11882,Mucha Lucha! Mascaritas of the Lost Code,GBA,2003,Fighting,Ubisoft,0.05,0.02,0,0,0.07,76,,,0,
11883,SD Gundam: Gashapon Wars,GC,2005,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
11884,Alvin and the Chipmunks,PS2,2007,Misc,Brash Entertainment,0.04,0.03,0,0.01,0.07,13,5,Sensory Sweep,4.5,6
11885,Hearts of Iron III,PC,2009,Strategy,Paradox Interactive,0.02,0.04,0,0.01,0.07,77,23,Paradox Development Studio,7.1,233
11886,Picture Perfect Hair Salon,DS,2009,Simulation,505 Games,0.07,0,0,0.01,0.07,76,,505 Games,5.4,
11887,River King: Mystic Valley (US sales),DS,2007,Sports,Rising Star Games,0.07,0,0,0,0.07,76,,,0,
11888,Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0,0.01,0.07,38,18,Genki,4.1,14
11889,Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0,0,0.07,0,0.07,69,10,Koei,8.4,8
11890,Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.06,0,0,0.01,0.07,73,19,Irem,7.3,8
11891,Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0,0,0.07,0,0.07,76,,,0,
11892,Lupin Sansei: Shijou Saidai no Zunousen,DS,2010,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
11893,Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0,0.07,0,0,0.07,89,56,From Software,8.6,1848
11894,Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,0.07,0,0,0,0.07,76,,Digital Kids,5.4,
11895,WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft,0,0.06,0,0.01,0.07,76,,,0,
11896,Archer Maclean's 3D Pool,GBA,2003,Misc,Crave Entertainment,0.05,0.02,0,0,0.07,76,,,0,
11897,Tak: The Great Juju Challenge,XB,2005,Platform,THQ,0.05,0.02,0,0,0.07,75,19,Avalanche Software,5.4,
11898,TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0,0,0.07,44,16,Konami Computer Entertainment Hawaii,2.8,4
11899,Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.07,44,9,Direct Action Games,8.5,4
11900,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,76,,,0,
11901,Goosebumps HorrorLand,PS2,2008,Adventure,Scholastic Inc.,0.04,0.03,0,0.01,0.07,76,,Gusto Games,5.4,
11902,Exhibition Volume 4,XB,2003,Misc,Microsoft Game Studios,0.05,0.02,0,0,0.07,76,,,0,
11903,Viewpoint,PS,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07,76,,,0,
11904,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
11905,Disney's Donald Duck Advance,GBA,2001,Platform,Ubisoft,0.05,0.02,0,0,0.07,76,,,0,
11906,Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.04,0.03,0,0.01,0.07,63,23,5000ft,5.3,7
11907,Hakuouki: Yuugi Roku,PSP,2010,Adventure,Idea Factory,0,0,0.07,0,0.07,76,,,0,
11908,The Rub Rabbits!,DS,2005,Puzzle,Sega,0.03,0,0.04,0,0.07,76,,,0,
11909,Rapala Pro Bass Fishing 2010,PSP,2010,Sports,Activision,0.06,0,0,0.01,0.07,76,,FUN Labs,5.4,
11910,Let's Ride! Friends Forever,DS,2008,Adventure,THQ,0.07,0,0,0.01,0.07,76,,,0,
11911,Circus Maximus: Chariot Wars,XB,2002,Racing,THQ,0.05,0.02,0,0,0.07,67,26,Kodiak Interactive,5,4
11912,Squishy Tank,DS,2010,Puzzle,Natsume,0.07,0,0,0,0.07,76,,Natsume,5.4,
11913,Dungeon Maker II: The Hidden War,PSP,2007,Role-Playing,Global A Entertainment,0.06,0,0,0.01,0.07,76,,Global A,5.4,
11914,Discovery Kids: Parrot Pals,DS,2009,Simulation,505 Games,0.07,0,0,0.01,0.07,76,,505 Games,5.4,
11915,Kenyuu Densetsu Yaiba,SNES,1994,Action,Banpresto,0,0,0.07,0,0.07,76,,,0,
11916,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
11917,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
11918,Elements of Destruction,DS,2007,Strategy,THQ,0.07,0,0,0.01,0.07,76,,Black Lantern Studios,5.4,
11919,Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0,0.01,0.07,65,27,Climax Group,7.8,17
11920,Eiken DS,DS,2007,Misc,Rocket Company,0,0,0.07,0,0.07,76,,,0,
11921,Game Center CX: Arino no Chousenjou 2,DS,2009,Action,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
11922,Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0,0,0.07,54,10,Ubisoft Shanghai,1.4,11
11923,E.X. Troopers,3DS,2012,Shooter,Capcom,0,0,0.07,0,0.07,76,,,0,
11924,The Croods: Prehistoric Party!,Wii,2013,Misc,D3Publisher,0.01,0.05,0,0,0.07,76,,,0,
11925,J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
11926,SpongeBob's Truth or Square,PSP,2009,Action,THQ,0.02,0.04,0,0.01,0.07,76,,Heavy Iron Studios,5.4,
11927,Port Royale 3,PS3,2016,Simulation,Kalypso Media,0.06,0,0,0.01,0.07,76,,Kalypso,8.9,9
11928,Monster Racers,DS,2009,Racing,Tecmo Koei,0.05,0,0.02,0,0.07,70,5,Koei,9,5
11929,The King of Fighters: Evolution,DC,2000,Fighting,SNK,0,0,0.07,0,0.07,76,,,0,
11930,DS Uranai Seikatsu,DS,2009,Misc,Nintendo,0,0,0.07,0,0.07,76,,,0,
11931,Hyperdimension Neptunia Re;Birth 3,PSV,2014,Action,Idea Factory International,0.04,0.02,0,0.02,0.07,76,,,0,
11932,Pro Farm 1,PC,2011,Simulation,Excalibur Publishing,0,0.06,0,0.01,0.07,76,,,0,
11933,Pitfall: The Lost Expedition,GBA,2003,Platform,Activision,0.05,0.02,0,0,0.07,66,13,Torus Games,5.4,
11934,Rock Band Country Track Pack 2,PS3,2011,Misc,MTV Games,0.07,0,0,0.01,0.07,76,,Electronic Arts,5.4,
11935,Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0,0.01,0.07,13,14,Awesome Play Ltd.,3.8,11
11936,All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0,0,0.07,76,,,0,
11937,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
11938,Jewel Time Deluxe,DS,2011,Puzzle,O-Games,0.04,0.03,0,0.01,0.07,76,,Oxygen Interactive,5.4,
11939,James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.05,0.02,0,0,0.07,47,17,Radical Entertainment,8.3,6
11940,The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008,Role-Playing,Falcom Corporation,0,0,0.07,0,0.07,76,,,0,
11941,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0,0.01,0.07,13,19,Creat Studios,5.9,10
11942,Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007,Racing,Black Bean Games,0.03,0.03,0,0.01,0.07,76,,,0,
11943,Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0,0.01,0.07,76,,Virtuos,5.4,
11944,Alexi Lalas International Soccer,PS,1998,Sports,Take-Two Interactive,0.04,0.03,0,0,0.07,76,,,0,
11945,Dream Trigger 3D,3DS,2016,Shooter,D3Publisher,0.04,0.02,0,0.01,0.07,54,24,"Art Co., Ltd.",6.3,29
11946,Monster Rancher Battle Card: Episode II,PS,2000,Action,Tecmo Koei,0.04,0.03,0,0,0.07,76,,,0,
11947,NCAA College Football 2K3,GC,2002,Sports,Sega,0.05,0.01,0,0,0.07,70,7,Avalanche Software,5.4,
11948,Karaoke Revolution Party,GC,2005,Misc,Konami Digital Entertainment,0.05,0.01,0,0,0.07,80,22,Harmonix Music Systems,5.4,
11949,Crayola: Colorful Journey,Wii,2009,Misc,Crave Entertainment,0.07,0,0,0,0.07,76,,StudioBlack Games,5.4,
11950,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000,Sports,Nintendo,0,0,0.07,0,0.07,76,,,0,
11951,Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0,0.01,0.07,76,,Collision Studios,4.2,5
11952,Operation Darkness,X360,2007,Role-Playing,Success,0.07,0,0,0.01,0.07,46,22,Success,7,21
11953,Emily the Strange: Strangerous,DS,2011,Action,DTP Entertainment,0.04,0.02,0,0.01,0.07,76,,exozet,5.4,
11954,Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,0,0,0.07,0,0.07,76,,,0,
11955,Galerians: Ash,PS2,2002,Adventure,Sammy Corporation,0.03,0.03,0,0.01,0.07,50,22,Polygon Magic,7.9,11
11956,Dead Island: Riptide,PC,2016,Action,Deep Silver,0,0.07,0,0.01,0.07,61,35,Techland,6,441
11957,Jimmie Johnson's Anything With an Engine,Wii,2011,Racing,Konami Digital Entertainment,0.07,0,0,0,0.07,76,,Isopod Labs,5.4,
11958,R-Type Command,PSP,2007,Strategy,Rising Star Games,0.05,0,0.01,0.01,0.07,69,29,Irem,6.5,6
11959,Yoostar on MTV,X360,2016,Misc,Unknown,0.07,0,0,0.01,0.07,49,4,Yoostar Entertainment Group,5.4,
11960,Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07,76,,Ubisoft,5.4,
11961,Kane & Lynch 2: Dog Days,PC,2010,Shooter,Square Enix,0,0.06,0,0.01,0.07,76,,,0,
11962,Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0,0.01,0.07,67,33,Capcom,8.8,44
11963,Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006,Misc,Konami Digital Entertainment,0,0,0.07,0,0.07,76,,,0,
11964,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005,Misc,505 Games,0.07,0,0,0,0.07,76,,,0,
11965,Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.03,0,0.03,0.01,0.07,78,33,Spike Chunsoft,8.1,63
11966,Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,0,0,0.01,0.07,78,15,Vogster,8.6,18
11967,Vampire Knight DS,DS,2009,Adventure,D3Publisher,0,0,0.07,0,0.07,76,,,0,
11968,Disney Sports Skateboarding,GBA,2002,Sports,Konami Digital Entertainment,0.05,0.02,0,0,0.07,42,6,Konami,5.4,
11969,Homie Rollerz,DS,2008,Racing,Destineer,0.07,0,0,0.01,0.07,13,9,Webfoot Technologies,2.4,12
11970,Let's Paint,Wii,2010,Simulation,Zoo Games,0.07,0,0,0,0.07,76,,Zoo Games,5.4,
11971,Rugby League 3,Wii,2010,Sports,Alternative Software,0,0.06,0,0.01,0.07,76,,,0,
11972,Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
11973,Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.04,0,0.01,0.07,13,12,Fatshark AB,3.8,74
11974,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0,0,0.01,0.07,50,22,Gameloft,7,25
11975,The Croods: Prehistoric Party!,DS,2013,Misc,D3Publisher,0.03,0.04,0,0.01,0.07,76,,,0,
11976,I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
11977,SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0,0.06,0,0.01,0.07,76,,Maxis,8.3,37
11978,Jewel Link Chronicles: Legend of Athena,DS,2011,Puzzle,GSP,0,0.06,0,0.01,0.07,76,,,0,
11979,CSI: Dark Motives,DS,2007,Adventure,Ubisoft,0.05,0.01,0,0.01,0.07,76,,Powerhead Games,6.7,6
11980,Burnout Paradise: The Ultimate Box,PS3,2009,Racing,Electronic Arts,0,0.05,0.01,0.01,0.07,76,,,0,
11981,Loons: The Fight For Fame,XB,2002,Action,Atari,0.05,0.02,0,0,0.07,76,,,0,
11982,Romance of the Three Kingdoms IX,PS2,2003,Strategy,Tecmo Koei,0.03,0.03,0,0.01,0.07,74,17,Koei,8.9,10
11983,Second Sight,XB,2004,Adventure,Codemasters,0.05,0.02,0,0,0.07,75,46,Free Radical Design,8,6
11984,Metal Gear Solid,GB,2000,Action,Konami Digital Entertainment,0,0,0.07,0,0.07,76,,,0,
11985,The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015,Role-Playing,Kadokawa Shoten,0,0,0.07,0,0.07,76,,,0,
11986,Totaled!,XB,2002,Racing,Rage Software,0.05,0.02,0,0,0.07,76,,,0,
11987,Bleach: Heat the Soul 3,PSP,2006,Fighting,Sony Computer Entertainment,0,0,0.07,0,0.07,76,,,0,
11988,Ecco: The Tides of Time,GEN,1993,Adventure,Sega,0,0,0.07,0,0.07,76,,,0,
11989,Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0,0,0.07,0,0.07,76,,,0,
11990,Fantasy Aquarium by DS,DS,2008,Simulation,Mercury Games,0.07,0,0,0.01,0.07,76,,,0,
11991,Rock Band Track Pack: Classic Rock,X360,2009,Misc,MTV Games,0.07,0,0,0.01,0.07,70,6,Harmonix Music Systems,5.4,
11992,Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0,0.01,0.07,67,25,Codemasters,4.9,103
11993,Machine Head,PS,1996,Shooter,Eidos Interactive,0.04,0.03,0,0,0.07,76,,,0,
11994,Vanguard Bandits,PS,1998,Strategy,Human Entertainment,0.04,0.03,0,0,0.07,62,5,S-Neo,7.4,15
11995,MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0,0,0.01,0.07,47,13,Blue Castle Games,4.6,10
11996,Lost Heroes,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
11997,Vampire Legends: Power of Three,DS,2010,Adventure,THQ,0.07,0,0,0,0.07,76,,DTP Entertainment,5.4,
11998,Child of Light,PSV,2014,Role-Playing,Ubisoft,0,0.04,0.02,0.01,0.07,83,14,Ubisoft Montreal,7.8,108
11999,The Legend of Heroes VII: The Trail of Zero,PSV,2012,Role-Playing,Falcom Corporation,0,0,0.07,0,0.07,76,,,0,
12000,Shin Chan Contra ¡Los Plastas!,DS,2009,Platform,505 Games,0,0,0.07,0,0.07,76,,,0,
12001,Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
12002,Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,70,21,Climax Group,7.4,59
12003,Blast Radius,PS,1998,Action,Psygnosis,0.04,0.03,0,0,0.07,76,,,0,
12004,ESPN National Hockey Night,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,44,10,Kush Games,5.4,
12005,Tornado,DS,2016,Action,Ignition Entertainment,0.07,0,0,0,0.07,44,26,Skonec,5.4,
12006,Cut the Rope,3DS,2014,Puzzle,Activision,0.06,0,0,0.01,0.07,76,,ZeptoLab,5.4,
12007,Resident Evil: Revelations 2,X360,2015,Action,Capcom,0.04,0.02,0,0.01,0.07,76,,Capcom,6.6,48
12008,Pro Yaky? Spirits 2011,3DS,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,76,,,0,
12009,Taz Wanted,XB,2002,Platform,Atari,0.05,0.02,0,0,0.07,62,8,Blitz Games,5.4,
12010,Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0,0.02,0.04,0,0.07,69,21,Monolith Soft,0,
12011,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,2009,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,76,,,0,
12012,Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,0.05,0.02,0,0,0.07,59,11,Warthog,6,5
12013,McFarlane's Evil Prophecy,PS2,2016,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,13,28,Konami,3.2,5
12014,IA/VT Colorful,PSV,2015,Misc,Marvelous Entertainment,0,0,0.07,0,0.07,76,,,0,
12015,We Sing Rock!,Wii,2011,Misc,Nordic Games,0,0.06,0,0.01,0.07,76,,,0,
12016,Wallace & Gromit in Project Zoo,GC,2003,Platform,BAM! Entertainment,0.05,0.01,0,0,0.07,76,,,0,
12017,Shadowgate 64: Trials of the Four Towers,N64,1999,Adventure,Kemco,0.06,0.01,0,0,0.07,76,,,0,
12018,Super Robot Spirits,N64,1998,Fighting,Banpresto,0,0,0.04,0.03,0.07,76,,,0,
12019,Mia Hamm Soccer 64,N64,2000,Sports,THQ,0.06,0.01,0,0,0.07,76,,,0,
12020,John Madden Football,SNES,1991,Sports,Imagineer,0,0,0.07,0,0.07,76,,,0,
12021,Caesars Palace Advance: Millennium Gold Edition,GBA,2001,Misc,Majesco Entertainment,0.05,0.02,0,0,0.07,76,,,0,
12022,Aero Gauge,N64,1997,Racing,ASCII Entertainment,0.06,0.01,0,0,0.07,76,,,0,
12023,Battlezone: Rise of the Black Dogs,N64,2000,Strategy,Crave Entertainment,0.06,0.01,0,0,0.07,76,,,0,
12024,Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0,0.07,76,,,0,
12025,Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07,0,0,0,0.07,76,,1st Playable Productions,5.5,
12026,Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0,0.01,0.07,13,39,Blue Omega,5.6,50
12027,Samurai Warriors,XB,2004,Action,Tecmo Koei,0.05,0.02,0,0,0.07,71,20,Omega Force,9,5
12028,GunParade Orchestra: Shiro no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0,0,0.07,0,0.07,76,,,0,
12029,Rec Room Games,DS,2011,Sports,Destineer,0.07,0,0,0,0.07,76,,Destineer,5.5,
12030,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,2009,Action,Irem Software Engineering,0,0,0.07,0,0.07,76,,,0,
12031,FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,0.05,0.01,0,0,0.07,83,17,EA Canada,6.2,12
12032,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
12033,Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0,0.03,0.03,0.01,0.07,67,7,Compile Heart,6.8,34
12034,SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.06,0,0,0,0.07,73,18,SNK Playmore,8,4
12035,Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0,0,0.01,0.07,13,11,Left Field Productions,4.6,10
12036,Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,0.05,0.01,0,0,0.07,77,24,Ubisoft Shanghai,8.3,21
12037,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0,0,0.01,0.07,76,,Robomodo,2.8,10
12038,Tales of Rebirth,PSP,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,76,,,0,
12039,The Guy Game,XB,2004,Misc,Gathering of Developers,0.05,0.02,0,0,0.07,47,20,Top Heavy Studios,5.4,7
12040,Let's Ride! Dreamer,GBA,2005,Adventure,DTP Entertainment,0.05,0.02,0,0,0.07,76,,,0,
12041,Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.06,0.01,0,0.01,0.07,76,,Harmonix Music Systems,7,7
12042,Tecmo's Deception,PS,1996,Role-Playing,Sunsoft,0.04,0.03,0,0,0.07,77,,,0,
12043,Point Blank DS (JP sales),DS,2006,Shooter,Atari,0,0,0.07,0,0.07,77,,,0,
12044,Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,Atari,0.06,0,0,0.01,0.07,61,23,G-Artists,7.4,14
12045,G-Saviour,PS2,2000,Action,Sunrise Interactive,0,0,0.07,0,0.07,77,,,0,
12046,Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07,49,5,Ubisoft,5.6,7
12047,Gintama DS: Yorozuya Daisoudou,DS,2006,Action,Namco Bandai Games,0,0,0.07,0,0.07,77,,,0,
12048,Drake of the 99 Dragons,XB,2016,Shooter,Unknown,0.05,0.01,0,0,0.07,13,16,Idol FX,1.8,37
12049,Dave Mirra BMX Challenge,Wii,2007,Sports,505 Games,0.06,0,0,0.01,0.07,13,5,Left Field Productions,5.5,
12050,BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.03,0,0.03,0.01,0.07,77,,Arc System Works,7.8,28
12051,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010,Action,Namco Bandai Games,0,0,0.07,0,0.07,77,,,0,
12052,Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0,0.01,0.07,75,27,Koei,8.3,6
12053,Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,63,12,TOYBOX,7,16
12054,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008,Adventure,Alchemist,0,0,0.07,0,0.07,77,,,0,
12055,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013,Action,FuRyu,0,0,0.07,0,0.07,77,,,0,
12056,Ragnarok: Hikari to Yami no Koujo,PSP,2011,Role-Playing,GungHo,0.02,0,0.05,0,0.07,77,,,0,
12057,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0,0.01,0.06,0,0.07,55,32,Dimps Corporation,7.4,45
12058,Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.02,0,0.04,0.01,0.07,72,20,Sandlot,8.5,22
12059,Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,49,6,Epics,6.5,13
12060,AMF Bowling Pinbusters!,DS,2008,Sports,Vir2L Studios,0.06,0,0,0,0.07,77,,,0,
12061,RayStorm,PS,1997,Shooter,Sony Computer Entertainment,0.04,0.03,0,0,0.07,79,7,Taito Corporation,7.8,4
12062,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005,Platform,Ubisoft,0.05,0.01,0,0,0.07,77,,,0,
12063,Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07,58,10,Koei Tecmo Games,6.8,15
12064,Trick DS-han: Kakushi Kami no Sumukan,DS,2010,Misc,Konami Digital Entertainment,0,0,0.07,0,0.07,77,,,0,
12065,Circuit Breakers,PS,1998,Racing,Mindscape,0.04,0.03,0,0,0.07,77,,,0,
12066,Winter Sports 2011,Wii,2011,Sports,DTP Entertainment,0,0.06,0,0.01,0.07,77,,DTP Entertainment,0,
12067,futureU: The Prep Game for SAT,DS,2008,Misc,Aspyr,0.06,0,0,0.01,0.07,77,,Aspyr,5.5,
12068,Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0,0,0.07,47,24,Argonaut Games,6.1,7
12069,Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0,0.01,0.07,56,35,Goshow,8.3,17
12070,Tank! Tank! Tank!,WiiU,2012,Action,Namco Bandai Games,0.02,0.01,0.05,0,0.07,77,,,0,
12071,Football Manager 2010,PC,2009,Sports,Sega,0,0.06,0,0.01,0.07,87,33,Sports Interactive,9,262
12072,Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0,0,0.01,0.07,13,19,Leviathan Games,2.7,16
12073,Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57,26,Compile Heart,6.4,56
12074,BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,67,30,Konami,8.9,11
12075,Sprint Cars: Road to Knoxville,PS2,2005,Racing,THQ,0.03,0.03,0,0.01,0.07,77,,Big Ant Studios,5.5,
12076,Guilty Gear Xrd -Revelator-,PS3,2016,Fighting,PQube,0.02,0.02,0.03,0.01,0.07,77,,,0,
12077,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,Banpresto,0,0,0.07,0,0.07,77,,,0,
12078,Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision,0.03,0.03,0,0.01,0.07,77,,,0,
12079,Dream Dance & Cheer,Wii,2009,Misc,Zoo Games,0.06,0,0,0,0.07,77,,,0,
12080,Silpheed: The Lost Planet,PS2,2000,Shooter,Swing! Entertainment,0.03,0.03,0,0.01,0.07,72,12,Treasure,7.5,4
12081,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011,Sports,Rocket Company,0,0,0.07,0,0.07,77,,,0,
